chain_id	chain_status	missing_steps	ligand_node_id	ligand_label	ligand_receptor_edge_id	ligand_receptor_pathway	receptor_node_id	receptor_label	receptor_tf_edge_id	receptor_tf_pathway	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	tf_target_pathway	target_gene_node_id	target_gene_label	target_relation	module_sequence	evidence_ids
CHAIN:00139	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01396	Btc	M20B-E001835	RTK growth-factor receptor family	NODE03133	EGFR_ERBB2										20B	M20B-EVID-001835
CHAIN:00140	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01396	Btc	M20B-E001836	RTK growth-factor receptor family	NODE03345	ERBB2_ERBB4										20B	M20B-EVID-001836
CHAIN:00141	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01441	C3	M20B-E001837	ECM/integrin adhesion receptor family	NODE05880	ITGAM_ITGB2										20B	M20B-EVID-001837
CHAIN:00142	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01441	C3	M20B-E001838	ECM/integrin adhesion receptor family	NODE05942	ITGAX_ITGB2										20B	M20B-EVID-001838
CHAIN:00143	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01635	Ccl11	M20B-E001840	GPCR receptor family	NODE00140	Ackr1										20B	M20B-EVID-001840
CHAIN:00144	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01650	Ccl17	M20B-E001841	GPCR receptor family	NODE00140	Ackr1										20B	M20B-EVID-001841
CHAIN:00145	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01660	Ccl19	M20B-E001842	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001842
CHAIN:00146	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01661	Ccl2	M20B-E001843	GPCR receptor family	NODE00140	Ackr1										20B	M20B-EVID-001843
CHAIN:00147	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01686	Ccl21	M20B-E001844	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001844
CHAIN:00148	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01687	Ccl21a	M20B-E001845	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001845
CHAIN:00149	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01689	Ccl21d	M20B-E001846	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001846
CHAIN:00150	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01690	Ccl21e	M20B-E001847	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001847
CHAIN:00151	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01691	Ccl21f	M20B-E001848	GPCR receptor family	NODE00147	Ackr4										20B	M20B-EVID-001848
CHAIN:00152	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01706	Ccl26	M20B-E001849	GPCR receptor family	NODE00142	Ackr2										20B	M20B-EVID-001849
CHAIN:00153	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01711	Ccl27a	M20B-E001850	GPCR receptor family	NODE01765	Ccr10										20B	M20B-EVID-001850
CHAIN:00154	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01718	Ccl3	M20B-E001852	GPCR receptor family	NODE00142	Ackr2										20B	M20B-EVID-001852
CHAIN:00155	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01718	Ccl3	M20B-E001853	GPCR receptor family	NODE01762	Ccr1										20B	M20B-EVID-001853
CHAIN:00156	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02518	Csf2	M20B-E001854	Cytokine receptor family	NODE02526	CSF2RA_CSF2RB										20B	M20B-EVID-001854
CHAIN:00157	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03108	Egf	M20B-E001855	RTK growth-factor receptor family	NODE03133	EGFR_ERBB2										20B	M20B-EVID-001855
CHAIN:00158	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03354	Ereg	M20B-E001856	RTK growth-factor receptor family	NODE03133	EGFR_ERBB2										20B	M20B-EVID-001856
CHAIN:00159	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03354	Ereg	M20B-E001857	RTK growth-factor receptor family	NODE03345	ERBB2_ERBB4										20B	M20B-EVID-001857
CHAIN:00160	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03597	Fgf1	M20B-E001858	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001858
CHAIN:00161	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03597	Fgf1	M20B-E001859	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001859
CHAIN:00162	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03599	Fgf10	M20B-E001860	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001860
CHAIN:00163	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03599	Fgf10	M20B-E001861	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001861
CHAIN:00164	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03609	Fgf15	M20B-E001862	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001862
CHAIN:00165	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03609	Fgf15	M20B-E001863	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001863
CHAIN:00166	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03609	Fgf15	M20B-E001864	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001864
CHAIN:00167	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03609	Fgf15	M20B-E001865	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001865
CHAIN:00168	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03611	Fgf16	M20B-E001866	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001866
CHAIN:00169	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03611	Fgf16	M20B-E001867	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001867
CHAIN:00170	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03611	Fgf16	M20B-E001868	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001868
CHAIN:00171	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03611	Fgf16	M20B-E001869	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001869
CHAIN:00172	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03612	Fgf17	M20B-E001870	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001870
CHAIN:00173	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03612	Fgf17	M20B-E001871	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001871
CHAIN:00174	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03615	Fgf18	M20B-E001872	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001872
CHAIN:00175	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03615	Fgf18	M20B-E001873	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001873
CHAIN:00176	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03615	Fgf18	M20B-E001874	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001874
CHAIN:00177	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03620	Fgf2	M20B-E001875	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001875
CHAIN:00178	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03620	Fgf2	M20B-E001876	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001876
CHAIN:00179	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03620	Fgf2	M20B-E001877	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001877
CHAIN:00180	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03620	Fgf2	M20B-E001878	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001878
CHAIN:00181	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03631	Fgf20	M20B-E001879	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001879
CHAIN:00182	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03631	Fgf20	M20B-E001880	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001880
CHAIN:00183	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03634	Fgf21	M20B-E001881	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001881
CHAIN:00184	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03634	Fgf21	M20B-E001882	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001882
CHAIN:00185	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03636	Fgf22	M20B-E001883	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001883
CHAIN:00186	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03637	Fgf23	M20B-E001884	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001884
CHAIN:00187	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03637	Fgf23	M20B-E001885	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001885
CHAIN:00188	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03642	Fgf4	M20B-E001886	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001886
CHAIN:00189	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03642	Fgf4	M20B-E001887	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001887
CHAIN:00190	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03642	Fgf4	M20B-E001888	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001888
CHAIN:00191	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03642	Fgf4	M20B-E001889	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001889
CHAIN:00192	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03645	Fgf5	M20B-E001890	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001890
CHAIN:00193	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03645	Fgf5	M20B-E001891	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001891
CHAIN:00194	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03645	Fgf5	M20B-E001892	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001892
CHAIN:00195	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03645	Fgf5	M20B-E001893	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001893
CHAIN:00196	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03646	Fgf6	M20B-E001894	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001894
CHAIN:00197	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03646	Fgf6	M20B-E001895	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001895
CHAIN:00198	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03646	Fgf6	M20B-E001896	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001896
CHAIN:00199	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03646	Fgf6	M20B-E001897	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001897
CHAIN:00200	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03650	Fgf7	M20B-E001898	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001898
CHAIN:00201	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03650	Fgf7	M20B-E001899	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001899
CHAIN:00202	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03652	Fgf8	M20B-E001900	RTK growth-factor receptor family	NODE03667	Fgfr2										20B	M20B-EVID-001900
CHAIN:00203	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03652	Fgf8	M20B-E001901	RTK growth-factor receptor family	NODE03672	Fgfr3										20B	M20B-EVID-001901
CHAIN:00204	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03652	Fgf8	M20B-E001902	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001902
CHAIN:00205	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03655	Fgf9	M20B-E001903	RTK growth-factor receptor family	NODE03659	Fgfr1										20B	M20B-EVID-001903
CHAIN:00206	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03655	Fgf9	M20B-E001904	RTK growth-factor receptor family	NODE03678	Fgfr4										20B	M20B-EVID-001904
CHAIN:00207	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04057	Gdnf	M20B-E001905	Pathway not established	NODE04079	GFRA1_RET										20B	M20B-EVID-001905
CHAIN:00208	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04989	Ifna9	M20B-E001906	Cytokine receptor family	NODE04995	IFNAR1_IFNAR2										20B	M20B-EVID-001906
CHAIN:00209	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04990	Ifnab	M20B-E001907	Cytokine receptor family	NODE04995	IFNAR1_IFNAR2										20B	M20B-EVID-001907
CHAIN:00210	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05000	Ifnb1	M20B-E001908	Cytokine receptor family	NODE04995	IFNAR1_IFNAR2										20B	M20B-EVID-001908
CHAIN:00211	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05002	Ifne	M20B-E001909	Cytokine receptor family	NODE04995	IFNAR1_IFNAR2										20B	M20B-EVID-001909
CHAIN:00212	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05004	Ifng	M20B-E001910	Cytokine receptor family	NODE05010	IFNGR1_IFNGR2										20B	M20B-EVID-001910
CHAIN:00213	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05011	Ifnk	M20B-E001911	Cytokine receptor family	NODE04995	IFNAR1_IFNAR2										20B	M20B-EVID-001911
CHAIN:00214	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07216	Mif	M20B-E001912	Innate-immune receptor family	NODE01960	CD74_CXCR2										20B	M20B-EVID-001912
CHAIN:00215	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07216	Mif	M20B-E001913	Innate-immune receptor family	NODE01961	CD74_CXCR4										20B	M20B-EVID-001913
CHAIN:00216	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10413	Slitrk1	M20B-E001914	Synaptic/cell-adhesion receptor family	NODE09507	Ptprd										20B	M20B-EVID-001914
CHAIN:00217	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10414	Slitrk2	M20B-E001915	Synaptic/cell-adhesion receptor family	NODE09507	Ptprd										20B	M20B-EVID-001915
CHAIN:00218	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10415	Slitrk3	M20B-E001916	Synaptic/cell-adhesion receptor family	NODE09507	Ptprd										20B	M20B-EVID-001916
CHAIN:00219	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10417	Slitrk4	M20B-E001917	Synaptic/cell-adhesion receptor family	NODE09525	Ptprs										20B	M20B-EVID-001917
CHAIN:00220	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10418	Slitrk5	M20B-E001918	Synaptic/cell-adhesion receptor family	NODE09525	Ptprs										20B	M20B-EVID-001918
CHAIN:00221	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11865	Wnt5a	M20B-E001919	WNT/Frizzled receptor family	NODE03872	Fzd10										20B	M20B-EVID-001919
CHAIN:00222	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11865	Wnt5a	M20B-E001920	WNT/Frizzled receptor family	NODE03878	Fzd3										20B	M20B-EVID-001920
CHAIN:00223	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11865	Wnt5a	M20B-E001921	WNT/Frizzled receptor family	NODE03886	Fzd6										20B	M20B-EVID-001921
CHAIN:00224	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00379	Agrn	M20B-E001922	ECM/integrin adhesion receptor family	NODE02763	Dag1										20B	M20B-EVID-001922
CHAIN:00225	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00719	App	M20B-E001923	Pathway not established	NODE11307	Tnfrsf21										20B	M20B-EVID-001923
CHAIN:00226	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02100	Chad	M20B-E001924	ECM/integrin adhesion receptor family	NODE05748	ITGA2_ITGB1										20B	M20B-EVID-001924
CHAIN:00227	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02292	Cntn1	M20B-E001925	Notch receptor family	NODE08194	Notch1										20B	M20B-EVID-001925
CHAIN:00228	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02292	Cntn1	M20B-E001926	Notch receptor family	NODE08202	Notch2										20B	M20B-EVID-001926
CHAIN:00229	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02338	Col1a1	M20B-E001927	ECM/integrin adhesion receptor family	NODE01902	Cd44										20B	M20B-EVID-001927
CHAIN:00230	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02338	Col1a1	M20B-E001928	Pathway not established	NODE04330	Gp6										20B	M20B-EVID-001928
CHAIN:00231	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02338	Col1a1	M20B-E001929	ECM/integrin adhesion receptor family	NODE05725	ITGA10_ITGB1										20B	M20B-EVID-001929
